experiment,params_changed,replication_id,seed,wall_clock_ms,avg_customer_wait_h,avg_advisor_wait_h,avg_queue_delay_h,avg_parts_delay_h,avg_service_time_h,shop_tech_util,shop_bay_util,jobs_completed,analytical_rho,analytical_wq_h,util_rel_error,wq_rel_error,validation_ok
val_extreme_one_tech,technicianCount=1,17,58,0,6.270168,0.000000,5.806484,0.000000,0.463684,1.901105,1.901105,41,2.000000,Infinity,0.049448,NaN,false
val_extreme_one_tech,technicianCount=1,18,59,0,1.628062,0.000000,1.356719,0.000000,0.271343,1.058238,1.058238,39,2.000000,Infinity,0.470881,NaN,false
val_extreme_one_tech,technicianCount=1,19,60,0,2.560128,0.000000,2.224246,0.000000,0.335882,1.209176,1.209176,36,2.000000,Infinity,0.395412,NaN,false
val_extreme_one_tech,technicianCount=1,20,61,0,5.916101,0.000000,5.453968,0.000000,0.462133,2.172026,2.172026,47,2.000000,Infinity,0.086013,NaN,false
val_extreme_one_tech,technicianCount=1,21,62,0,1.280382,0.000000,0.906395,0.000000,0.373987,1.084563,1.084563,29,2.000000,Infinity,0.457719,NaN,false
val_extreme_one_tech,technicianCount=1,22,63,0,1.086227,0.000000,0.827592,0.000000,0.258635,1.086268,1.086268,42,2.000000,Infinity,0.456866,NaN,false
val_extreme_one_tech,technicianCount=1,23,64,0,0.712074,0.000000,0.392703,0.005280,0.314091,1.067908,1.067908,34,2.000000,Infinity,0.466046,NaN,false
val_extreme_one_tech,technicianCount=1,24,65,0,7.348881,0.000000,6.846180,0.010882,0.491819,2.409912,2.409912,49,2.000000,Infinity,0.204956,NaN,false
val_extreme_one_tech,technicianCount=1,25,66,0,2.166206,0.000000,1.873414,0.000000,0.292792,1.200446,1.200446,41,2.000000,Infinity,0.399777,NaN,false
val_extreme_one_tech,technicianCount=1,26,67,0,0.506341,0.000000,0.243890,0.029433,0.233018,0.862166,0.862166,37,2.000000,Infinity,0.568917,NaN,false
val_extreme_one_tech,technicianCount=1,27,68,0,0.841093,0.000000,0.570639,0.010006,0.260448,0.937613,0.937613,36,2.000000,Infinity,0.531194,NaN,false
val_extreme_one_tech,technicianCount=1,28,69,0,4.816151,0.000000,4.383273,0.000000,0.432878,1.688225,1.688225,39,2.000000,Infinity,0.155887,NaN,false
val_extreme_one_tech,technicianCount=1,29,70,0,0.765727,0.000000,0.409268,0.034873,0.321587,0.964760,0.964760,30,2.000000,Infinity,0.517620,NaN,false
val_extreme_one_tech,technicianCount=1,30,71,0,5.981779,0.000000,5.526041,0.000000,0.455738,2.050823,2.050823,45,2.000000,Infinity,0.025411,NaN,false
val_instant_parts,"lead=0,initialQty=100",1,42,1,0.340864,0.000000,0.011403,0.000000,0.329461,0.450263,0.450263,41,0.666667,0.222222,0.324606,0.948686,false
val_instant_parts,"lead=0,initialQty=100",2,43,0,0.710850,0.000000,0.334500,0.000000,0.376350,0.577070,0.577070,46,0.666667,0.222222,0.134395,0.505249,false
val_instant_parts,"lead=0,initialQty=100",3,44,0,0.366888,0.000000,0.017557,0.000000,0.349331,0.279464,0.279464,24,0.666667,0.222222,0.580803,0.920992,false
val_instant_parts,"lead=0,initialQty=100",4,45,0,0.400023,0.000000,0.008366,0.000000,0.391657,0.509154,0.509154,39,0.666667,0.222222,0.236269,0.962353,false
val_instant_parts,"lead=0,initialQty=100",5,46,0,0.303673,0.000000,0.005089,0.000000,0.298585,0.348349,0.348349,35,0.666667,0.222222,0.477476,0.977101,false
val_instant_parts,"lead=0,initialQty=100",6,47,0,0.295339,0.000000,0.004589,0.000000,0.290750,0.319825,0.319825,33,0.666667,0.222222,0.520262,0.979350,false
val_instant_parts,"lead=0,initialQty=100",7,48,0,0.350948,0.000000,0.017537,0.000000,0.333411,0.411207,0.411207,37,0.666667,0.222222,0.383190,0.921085,false
val_instant_parts,"lead=0,initialQty=100",8,49,0,0.505678,0.000613,0.143966,0.000000,0.361099,0.541648,0.541648,45,0.666667,0.222222,0.187528,0.352154,false
val_instant_parts,"lead=0,initialQty=100",9,50,0,0.252971,0.000000,0.001081,0.000000,0.251889,0.243493,0.243493,29,0.666667,0.222222,0.634760,0.995133,false
val_instant_parts,"lead=0,initialQty=100",10,51,0,0.365823,0.000000,0.014174,0.000000,0.351650,0.492310,0.492310,42,0.666667,0.222222,0.261536,0.936219,false
val_instant_parts,"lead=0,initialQty=100",11,52,0,0.348277,0.000000,0.026486,0.000000,0.321790,0.396875,0.396875,37,0.666667,0.222222,0.404688,0.880811,false
val_instant_parts,"lead=0,initialQty=100",12,53,0,0.278666,0.000000,0.004046,0.000000,0.274620,0.329543,0.329543,36,0.666667,0.222222,0.505685,0.981792,false
val_instant_parts,"lead=0,initialQty=100",13,54,0,0.382904,0.000000,0.004681,0.000000,0.378223,0.466475,0.466475,37,0.666667,0.222222,0.300287,0.978936,false
val_instant_parts,"lead=0,initialQty=100",14,55,0,0.301438,0.000000,0.035908,0.000000,0.265530,0.362891,0.362891,41,0.666667,0.222222,0.455663,0.838414,false
val_instant_parts,"lead=0,initialQty=100",15,56,0,0.563507,0.000000,0.184934,0.000000,0.378573,0.618336,0.618336,49,0.666667,0.222222,0.072497,0.167797,false
val_instant_parts,"lead=0,initialQty=100",16,57,0,0.412759,0.000000,0.032341,0.000000,0.380417,0.380417,0.380417,30,0.666667,0.222222,0.429374,0.854463,false
val_instant_parts,"lead=0,initialQty=100",17,58,0,0.421494,0.000000,0.037933,0.000000,0.383562,0.536986,0.536986,42,0.666667,0.222222,0.194521,0.829303,false
val_instant_parts,"lead=0,initialQty=100",18,59,0,0.330430,0.000000,0.009691,0.000000,0.320739,0.363504,0.363504,34,0.666667,0.222222,0.454743,0.956391,false
val_instant_parts,"lead=0,initialQty=100",19,60,0,0.318625,0.000000,0.024882,0.000000,0.293742,0.362282,0.362282,37,0.666667,0.222222,0.456577,0.888029,false
val_instant_parts,"lead=0,initialQty=100",20,61,0,0.424268,0.001211,0.107358,0.000000,0.315699,0.463025,0.463025,44,0.666667,0.222222,0.305462,0.516889,false
val_instant_parts,"lead=0,initialQty=100",21,62,0,0.341240,0.000000,0.004476,0.000000,0.336764,0.336764,0.336764,30,0.666667,0.222222,0.494853,0.979858,false
val_instant_parts,"lead=0,initialQty=100",22,63,0,0.263014,0.000000,0.014273,0.000000,0.248740,0.389693,0.389693,47,0.666667,0.222222,0.415460,0.935769,false
val_instant_parts,"lead=0,initialQty=100",23,64,0,0.393952,0.000000,0.051923,0.000000,0.342028,0.513043,0.513043,45,0.666667,0.222222,0.230436,0.766346,false
val_instant_parts,"lead=0,initialQty=100",24,65,0,0.505262,0.000000,0.103081,0.000000,0.402181,0.455805,0.455805,34,0.666667,0.222222,0.316292,0.536135,false
val_instant_parts,"lead=0,initialQty=100",25,66,0,0.431227,0.000000,0.077722,0.000000,0.353505,0.459556,0.459556,39,0.666667,0.222222,0.310665,0.650250,false
val_instant_parts,"lead=0,initialQty=100",26,67,0,0.402622,0.002024,0.083663,0.000000,0.316935,0.433144,0.433144,41,0.666667,0.222222,0.350283,0.623516,false
val_instant_parts,"lead=0,initialQty=100",27,68,0,0.270552,0.000000,0.017495,0.000000,0.253057,0.303669,0.303669,36,0.666667,0.222222,0.544497,0.921274,false
val_instant_parts,"lead=0,initialQty=100",28,69,0,0.388625,0.000000,0.009626,0.000000,0.378998,0.454798,0.454798,36,0.666667,0.222222,0.317803,0.956682,false
val_instant_parts,"lead=0,initialQty=100",29,70,0,0.492638,0.000000,0.111564,0.000000,0.381074,0.419181,0.419181,33,0.666667,0.222222,0.371228,0.497962,false
val_instant_parts,"lead=0,initialQty=100",30,71,0,0.329804,0.000000,0.014873,0.000000,0.314931,0.409410,0.409410,39,0.666667,0.222222,0.385885,0.933072,false
