experiment,params_changed,replication_id,seed,wall_clock_ms,avg_customer_wait_h,avg_advisor_wait_h,avg_queue_delay_h,avg_parts_delay_h,avg_service_time_h,shop_tech_util,shop_bay_util,jobs_completed,analytical_rho,analytical_wq_h,util_rel_error,wq_rel_error,validation_ok
sens_mu_2.5,serviceRate=2.5,30,71,1,0.275184,0.000000,0.005254,0.044353,0.225577,0.293250,0.293250,39,0.533333,0.078228,0.450157,0.932831,false
sens_advisors_1,advisorCount=1,1,42,0,0.402526,0.032940,0.002157,0.036099,0.331330,0.452818,0.452818,41,0.666667,0.222222,0.320773,0.990296,false
sens_advisors_1,advisorCount=1,2,43,1,0.600158,0.153304,0.123404,0.001330,0.322119,0.493917,0.493917,46,0.666667,0.222222,0.259125,0.444682,false
sens_advisors_1,advisorCount=1,3,44,0,0.357961,0.015306,0.007303,0.000000,0.335352,0.268282,0.268282,24,0.666667,0.222222,0.597578,0.967136,false
sens_advisors_1,advisorCount=1,4,45,0,0.406118,0.018470,0.003297,0.000000,0.384351,0.499656,0.499656,39,0.666667,0.222222,0.250516,0.985165,false
sens_advisors_1,advisorCount=1,5,46,0,0.342321,0.022373,0.002419,0.021332,0.296197,0.345563,0.345563,35,0.666667,0.222222,0.481656,0.989114,false
sens_advisors_1,advisorCount=1,6,47,0,0.360667,0.017730,0.000017,0.054670,0.288250,0.317075,0.317075,33,0.666667,0.222222,0.524387,0.999924,false
sens_advisors_1,advisorCount=1,7,48,0,0.455590,0.043117,0.031129,0.052072,0.329272,0.406102,0.406102,37,0.666667,0.222222,0.390848,0.859920,false
sens_advisors_1,advisorCount=1,8,49,1,0.427177,0.077109,0.045499,0.000000,0.304569,0.456854,0.456854,45,0.666667,0.222222,0.314719,0.795254,false
sens_advisors_1,advisorCount=1,9,50,0,0.260218,0.010797,0.000000,0.000000,0.249422,0.241108,0.241108,29,0.666667,0.222222,0.638338,1.000000,false
sens_advisors_1,advisorCount=1,10,51,0,0.399089,0.025917,0.021154,0.000000,0.352018,0.492825,0.492825,42,0.666667,0.222222,0.260762,0.904808,false
sens_advisors_1,advisorCount=1,11,52,0,0.397480,0.040962,0.019140,0.000000,0.337378,0.416100,0.416100,37,0.666667,0.222222,0.375850,0.913870,false
sens_advisors_1,advisorCount=1,12,53,0,0.343087,0.025618,0.000000,0.011984,0.305485,0.366582,0.366582,36,0.666667,0.222222,0.450128,1.000000,false
sens_advisors_1,advisorCount=1,13,54,0,0.410806,0.020781,0.014625,0.029274,0.346126,0.426889,0.426889,37,0.666667,0.222222,0.359667,0.934187,false
sens_advisors_1,advisorCount=1,14,55,0,0.377077,0.061938,0.012124,0.016780,0.286236,0.391189,0.391189,41,0.666667,0.222222,0.413217,0.945443,false
sens_advisors_1,advisorCount=1,15,56,0,0.500090,0.069735,0.086402,0.000000,0.343953,0.561789,0.561789,49,0.666667,0.222222,0.157316,0.611189,false
sens_advisors_1,advisorCount=1,16,57,0,0.419867,0.034504,0.011526,0.000000,0.373836,0.373836,0.373836,30,0.666667,0.222222,0.439245,0.948132,false
sens_advisors_1,advisorCount=1,17,58,0,0.445215,0.038099,0.021906,0.000000,0.385210,0.539294,0.539294,42,0.666667,0.222222,0.191059,0.901424,false
sens_advisors_1,advisorCount=1,18,59,0,0.379841,0.031461,0.020058,0.000000,0.328322,0.372098,0.372098,34,0.666667,0.222222,0.441852,0.909740,false
sens_advisors_1,advisorCount=1,19,60,0,0.383775,0.039989,0.012915,0.047609,0.283263,0.349357,0.349357,37,0.666667,0.222222,0.475964,0.941882,false
sens_advisors_1,advisorCount=1,20,61,0,0.534805,0.091262,0.094672,0.005508,0.343363,0.503600,0.503600,44,0.666667,0.222222,0.244601,0.573977,false
sens_advisors_1,advisorCount=1,21,62,0,0.396970,0.025160,0.002510,0.029580,0.339720,0.339720,0.339720,30,0.666667,0.222222,0.490421,0.988704,false
sens_advisors_1,advisorCount=1,22,63,0,0.311610,0.052396,0.002193,0.000000,0.257022,0.402667,0.402667,47,0.666667,0.222222,0.395999,0.990133,false
sens_advisors_1,advisorCount=1,23,64,0,0.453756,0.065544,0.019028,0.000000,0.369184,0.553776,0.553776,45,0.666667,0.222222,0.169336,0.914373,false
sens_advisors_1,advisorCount=1,24,65,0,0.553363,0.029544,0.100110,0.000000,0.423709,0.480204,0.480204,34,0.666667,0.222222,0.279695,0.549506,false
sens_advisors_1,advisorCount=1,25,66,0,0.398299,0.070665,0.009483,0.000000,0.318152,0.413597,0.413597,39,0.666667,0.222222,0.379604,0.957326,false
sens_advisors_1,advisorCount=1,26,67,0,0.419360,0.073195,0.036894,0.000000,0.309271,0.422670,0.422670,41,0.666667,0.222222,0.365995,0.833979,false
sens_advisors_1,advisorCount=1,27,68,0,0.359999,0.056317,0.003256,0.044014,0.256413,0.307696,0.307696,36,0.666667,0.222222,0.538457,0.985349,false
sens_advisors_1,advisorCount=1,28,69,0,0.426656,0.032673,0.008228,0.000000,0.385754,0.462905,0.462905,36,0.666667,0.222222,0.305642,0.962975,false
sens_advisors_1,advisorCount=1,29,70,0,0.497942,0.044480,0.089406,0.000000,0.364056,0.400461,0.400461,33,0.666667,0.222222,0.399308,0.597672,false
sens_advisors_1,advisorCount=1,30,71,0,0.421099,0.036836,0.014422,0.047953,0.321887,0.418454,0.418454,39,0.666667,0.222222,0.372320,0.935101,false
sens_advisors_2,advisorCount=2,1,42,0,0.396144,0.001708,0.012458,0.040933,0.341046,0.466096,0.466096,41,0.666667,0.222222,0.300856,0.943938,false
sens_advisors_2,advisorCount=2,2,43,0,0.575306,0.005850,0.209152,0.044121,0.316183,0.484814,0.484814,46,0.666667,0.222222,0.272779,0.058816,false
sens_advisors_2,advisorCount=2,3,44,0,0.366888,0.001650,0.015908,0.000000,0.349331,0.279464,0.279464,24,0.666667,0.222222,0.580803,0.928415,false
sens_advisors_2,advisorCount=2,4,45,0,0.401201,0.001178,0.008366,0.000000,0.391657,0.509154,0.509154,39,0.666667,0.222222,0.236269,0.962353,false
sens_advisors_2,advisorCount=2,5,46,0,0.315576,0.000000,0.004411,0.015617,0.295547,0.344805,0.344805,35,0.666667,0.222222,0.482793,0.980149,false
sens_advisors_2,advisorCount=2,6,47,0,0.295339,0.000783,0.003806,0.000000,0.290750,0.319825,0.319825,33,0.666667,0.222222,0.520262,0.982873,false
sens_advisors_2,advisorCount=2,7,48,0,0.403784,0.006218,0.041399,0.017140,0.339027,0.418134,0.418134,37,0.666667,0.222222,0.372799,0.813707,false
sens_advisors_2,advisorCount=2,8,49,0,0.480557,0.006550,0.122803,0.000000,0.351204,0.526806,0.526806,45,0.666667,0.222222,0.209791,0.447384,false
sens_advisors_2,advisorCount=2,9,50,0,0.252971,0.000000,0.001081,0.000000,0.251889,0.243493,0.243493,29,0.666667,0.222222,0.634760,0.995133,false
sens_advisors_2,advisorCount=2,10,51,0,0.369237,0.001752,0.010352,0.006265,0.350867,0.491214,0.491214,42,0.666667,0.222222,0.263179,0.953416,false
sens_advisors_2,advisorCount=2,11,52,0,0.420267,0.002619,0.024565,0.049219,0.343865,0.424100,0.424100,37,0.666667,0.222222,0.363850,0.889458,false
sens_advisors_2,advisorCount=2,12,53,0,0.278666,0.001682,0.002364,0.000000,0.274620,0.329543,0.329543,36,0.666667,0.222222,0.505685,0.989362,false
sens_advisors_2,advisorCount=2,13,54,0,0.399716,0.000000,0.021099,0.032491,0.346126,0.426889,0.426889,37,0.666667,0.222222,0.359667,0.905052,false
sens_advisors_2,advisorCount=2,14,55,0,0.299671,0.003735,0.030994,0.000000,0.264942,0.362088,0.362088,41,0.666667,0.222222,0.456868,0.860527,false
sens_advisors_2,advisorCount=2,15,56,0,0.563507,0.002305,0.182629,0.000000,0.378573,0.618336,0.618336,49,0.666667,0.222222,0.072497,0.178170,false
sens_advisors_2,advisorCount=2,16,57,0,0.425298,0.001732,0.030609,0.012539,0.380417,0.380417,0.380417,30,0.666667,0.222222,0.429374,0.862258,false
sens_advisors_2,advisorCount=2,17,58,0,0.430029,0.004006,0.043432,0.000000,0.382591,0.535627,0.535627,42,0.666667,0.222222,0.196559,0.804554,false
sens_advisors_2,advisorCount=2,18,59,0,0.336759,0.002698,0.011504,0.000000,0.322557,0.365564,0.365564,34,0.666667,0.222222,0.451653,0.948234,false
sens_advisors_2,advisorCount=2,19,60,0,0.303518,0.002719,0.022694,0.000000,0.278105,0.342997,0.342997,37,0.666667,0.222222,0.485505,0.897878,false
sens_advisors_2,advisorCount=2,20,61,0,0.475773,0.010857,0.094554,0.005329,0.365033,0.535381,0.535381,44,0.666667,0.222222,0.196928,0.574508,false
sens_advisors_2,advisorCount=2,21,62,0,0.341240,0.000357,0.004119,0.000000,0.336764,0.336764,0.336764,30,0.666667,0.222222,0.494853,0.981463,false
sens_advisors_2,advisorCount=2,22,63,0,0.282059,0.003567,0.021909,0.000000,0.256583,0.401980,0.401980,47,0.666667,0.222222,0.397030,0.901409,false
sens_advisors_2,advisorCount=2,23,64,0,0.388917,0.009296,0.045307,0.000000,0.334313,0.501470,0.501470,45,0.666667,0.222222,0.247795,0.796118,false
sens_advisors_2,advisorCount=2,24,65,0,0.579243,0.000513,0.100553,0.080873,0.397303,0.450277,0.450277,34,0.666667,0.222222,0.324585,0.547510,false
sens_advisors_2,advisorCount=2,25,66,0,0.544054,0.004724,0.071734,0.114091,0.353505,0.459556,0.459556,39,0.666667,0.222222,0.310665,0.677197,false
sens_advisors_2,advisorCount=2,26,67,0,0.349529,0.012437,0.043012,0.000000,0.294081,0.401910,0.401910,41,0.666667,0.222222,0.397134,0.806448,false
sens_advisors_2,advisorCount=2,27,68,0,0.411790,0.003882,0.011468,0.127148,0.269292,0.323150,0.323150,36,0.666667,0.222222,0.515275,0.948396,false
sens_advisors_2,advisorCount=2,28,69,0,0.390307,0.001682,0.009626,0.000000,0.378998,0.454798,0.454798,36,0.666667,0.222222,0.317803,0.956682,false
sens_advisors_2,advisorCount=2,29,70,0,0.499720,0.003946,0.116829,0.000000,0.378945,0.416840,0.416840,33,0.666667,0.222222,0.374741,0.474269,false
sens_advisors_2,advisorCount=2,30,71,0,0.339841,0.003732,0.012569,0.044353,0.279188,0.362944,0.362944,39,0.666667,0.222222,0.455584,0.943439,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,1,42,0,0.340864,0.000000,0.011403,0.000000,0.329461,0.450263,0.450263,41,0.666667,0.222222,0.324606,0.948686,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,2,43,0,0.710850,0.000000,0.334500,0.000000,0.376350,0.577070,0.577070,46,0.666667,0.222222,0.134395,0.505249,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,3,44,0,0.366888,0.000000,0.017557,0.000000,0.349331,0.279464,0.279464,24,0.666667,0.222222,0.580803,0.920992,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,4,45,0,0.400023,0.000000,0.008366,0.000000,0.391657,0.509154,0.509154,39,0.666667,0.222222,0.236269,0.962353,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,5,46,0,0.303673,0.000000,0.005089,0.000000,0.298585,0.348349,0.348349,35,0.666667,0.222222,0.477476,0.977101,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,6,47,0,0.295339,0.000000,0.004589,0.000000,0.290750,0.319825,0.319825,33,0.666667,0.222222,0.520262,0.979350,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,7,48,0,0.350948,0.000000,0.017537,0.000000,0.333411,0.411207,0.411207,37,0.666667,0.222222,0.383190,0.921085,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,8,49,0,0.505678,0.000613,0.143966,0.000000,0.361099,0.541648,0.541648,45,0.666667,0.222222,0.187528,0.352154,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,9,50,0,0.252971,0.000000,0.001081,0.000000,0.251889,0.243493,0.243493,29,0.666667,0.222222,0.634760,0.995133,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,10,51,0,0.365823,0.000000,0.014174,0.000000,0.351650,0.492310,0.492310,42,0.666667,0.222222,0.261536,0.936219,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,11,52,0,0.348277,0.000000,0.026486,0.000000,0.321790,0.396875,0.396875,37,0.666667,0.222222,0.404688,0.880811,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,12,53,0,0.278666,0.000000,0.004046,0.000000,0.274620,0.329543,0.329543,36,0.666667,0.222222,0.505685,0.981792,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,13,54,0,0.350964,0.000000,0.005147,0.002937,0.342879,0.422885,0.422885,37,0.666667,0.222222,0.365673,0.976838,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,14,55,1,0.301438,0.000000,0.035908,0.000000,0.265530,0.362891,0.362891,41,0.666667,0.222222,0.455663,0.838414,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,15,56,0,0.563507,0.000000,0.184934,0.000000,0.378573,0.618336,0.618336,49,0.666667,0.222222,0.072497,0.167797,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,16,57,0,0.412759,0.000000,0.032341,0.000000,0.380417,0.380417,0.380417,30,0.666667,0.222222,0.429374,0.854463,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,17,58,0,0.421494,0.000000,0.037933,0.000000,0.383562,0.536986,0.536986,42,0.666667,0.222222,0.194521,0.829303,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,18,59,0,0.330430,0.000000,0.009691,0.000000,0.320739,0.363504,0.363504,34,0.666667,0.222222,0.454743,0.956391,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,19,60,0,0.318625,0.000000,0.024882,0.000000,0.293742,0.362282,0.362282,37,0.666667,0.222222,0.456577,0.888029,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,20,61,0,0.424268,0.001211,0.107358,0.000000,0.315699,0.463025,0.463025,44,0.666667,0.222222,0.305462,0.516889,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,21,62,0,0.341240,0.000000,0.004476,0.000000,0.336764,0.336764,0.336764,30,0.666667,0.222222,0.494853,0.979858,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,22,63,0,0.263014,0.000000,0.014273,0.000000,0.248740,0.389693,0.389693,47,0.666667,0.222222,0.415460,0.935769,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,23,64,0,0.393952,0.000000,0.051923,0.000000,0.342028,0.513043,0.513043,45,0.666667,0.222222,0.230436,0.766346,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,24,65,0,0.516313,0.000000,0.104427,0.005783,0.406103,0.460250,0.460250,34,0.666667,0.222222,0.309625,0.530079,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,25,66,0,0.444631,0.000000,0.074863,0.016263,0.353505,0.459556,0.459556,39,0.666667,0.222222,0.310665,0.663115,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,26,67,0,0.402622,0.002024,0.076809,0.006854,0.316935,0.433144,0.433144,41,0.666667,0.222222,0.350283,0.654360,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,27,68,0,0.293418,0.000000,0.014047,0.021718,0.257653,0.309184,0.309184,36,0.666667,0.222222,0.536225,0.936788,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,28,69,0,0.388625,0.000000,0.009626,0.000000,0.378998,0.454798,0.454798,36,0.666667,0.222222,0.317803,0.956682,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,29,70,0,0.492638,0.000000,0.111564,0.000000,0.381074,0.419181,0.419181,33,0.666667,0.222222,0.371228,0.497962,false
sens_parts_lead_0.5,partsLeadTimeHours=0.5,30,71,0,0.329804,0.000000,0.014873,0.000000,0.314931,0.409410,0.409410,39,0.666667,0.222222,0.385885,0.933072,false
sens_parts_lead_4,partsLeadTimeHours=4.0,1,42,0,0.715657,0.000000,0.026410,0.308213,0.381033,0.520745,0.520745,41,0.666667,0.222222,0.218882,0.881153,false
sens_parts_lead_4,partsLeadTimeHours=4.0,2,43,0,1.008794,0.000000,0.314256,0.350170,0.344367,0.528030,0.528030,46,0.666667,0.222222,0.207955,0.414153,false
sens_parts_lead_4,partsLeadTimeHours=4.0,3,44,0,0.425565,0.000000,0.017557,0.058677,0.349331,0.279464,0.279464,24,0.666667,0.222222,0.580803,0.920992,false
sens_parts_lead_4,partsLeadTimeHours=4.0,4,45,0,0.400023,0.000000,0.008366,0.000000,0.391657,0.509154,0.509154,39,0.666667,0.222222,0.236269,0.962353,false
sens_parts_lead_4,partsLeadTimeHours=4.0,5,46,0,0.360269,0.000000,0.004411,0.060675,0.295184,0.344381,0.344381,35,0.666667,0.222222,0.483429,0.980149,false
sens_parts_lead_4,partsLeadTimeHours=4.0,6,47,0,0.293332,0.000000,0.004589,0.008149,0.280594,0.308653,0.308653,33,0.666667,0.222222,0.537020,0.979350,false
sens_parts_lead_4,partsLeadTimeHours=4.0,7,48,0,0.467298,0.000000,0.049185,0.064995,0.353118,0.435512,0.435512,37,0.666667,0.222222,0.346731,0.778669,false
sens_parts_lead_4,partsLeadTimeHours=4.0,8,49,0,0.510458,0.000613,0.109059,0.039322,0.361463,0.542194,0.542194,45,0.666667,0.222222,0.186708,0.509232,false
sens_parts_lead_4,partsLeadTimeHours=4.0,9,50,0,0.362093,0.000000,0.008248,0.092371,0.261474,0.252758,0.252758,29,0.666667,0.222222,0.620862,0.962884,false
sens_parts_lead_4,partsLeadTimeHours=4.0,10,51,0,0.403197,0.000000,0.009620,0.036391,0.357186,0.500061,0.500061,42,0.666667,0.222222,0.249909,0.956711,false
sens_parts_lead_4,partsLeadTimeHours=4.0,11,52,0,0.423933,0.000000,0.026056,0.054012,0.343865,0.424100,0.424100,37,0.666667,0.222222,0.363850,0.882748,false
sens_parts_lead_4,partsLeadTimeHours=4.0,12,53,0,0.278666,0.000000,0.004046,0.000000,0.274620,0.329543,0.329543,36,0.666667,0.222222,0.505685,0.981792,false
sens_parts_lead_4,partsLeadTimeHours=4.0,13,54,0,0.467583,0.000000,0.001831,0.118526,0.347225,0.428245,0.428245,37,0.666667,0.222222,0.357633,0.991760,false
sens_parts_lead_4,partsLeadTimeHours=4.0,14,55,0,0.301438,0.000000,0.030471,0.005437,0.265530,0.362891,0.362891,41,0.666667,0.222222,0.455663,0.862879,false
sens_parts_lead_4,partsLeadTimeHours=4.0,15,56,0,0.563507,0.000000,0.184934,0.000000,0.378573,0.618336,0.618336,49,0.666667,0.222222,0.072497,0.167797,false
sens_parts_lead_4,partsLeadTimeHours=4.0,16,57,0,0.482728,0.000000,0.032341,0.056025,0.394361,0.394361,0.394361,30,0.666667,0.222222,0.408458,0.854463,false
sens_parts_lead_4,partsLeadTimeHours=4.0,17,58,0,0.421494,0.000000,0.037933,0.000000,0.383562,0.536986,0.536986,42,0.666667,0.222222,0.194521,0.829303,false
sens_parts_lead_4,partsLeadTimeHours=4.0,18,59,0,0.330430,0.000000,0.009691,0.000000,0.320739,0.363504,0.363504,34,0.666667,0.222222,0.454743,0.956391,false
sens_parts_lead_4,partsLeadTimeHours=4.0,19,60,0,0.382727,0.000000,0.021936,0.071881,0.288910,0.356322,0.356322,37,0.666667,0.222222,0.465517,0.901287,false
sens_parts_lead_4,partsLeadTimeHours=4.0,20,61,0,0.424268,0.001211,0.107358,0.000000,0.315699,0.463025,0.463025,44,0.666667,0.222222,0.305462,0.516889,false
sens_parts_lead_4,partsLeadTimeHours=4.0,21,62,0,0.341240,0.000000,0.004476,0.000000,0.336764,0.336764,0.336764,30,0.666667,0.222222,0.494853,0.979858,false
sens_parts_lead_4,partsLeadTimeHours=4.0,22,63,0,0.379608,0.000000,0.034234,0.101607,0.243766,0.381901,0.381901,47,0.666667,0.222222,0.427149,0.845946,false
sens_parts_lead_4,partsLeadTimeHours=4.0,23,64,0,0.393952,0.000000,0.051923,0.000000,0.342028,0.513043,0.513043,45,0.666667,0.222222,0.230436,0.766346,false
sens_parts_lead_4,partsLeadTimeHours=4.0,24,65,0,0.632599,0.000000,0.101066,0.134230,0.397303,0.450277,0.450277,34,0.666667,0.222222,0.324585,0.545202,false
sens_parts_lead_4,partsLeadTimeHours=4.0,25,66,0,0.676617,0.000000,0.074863,0.248248,0.353505,0.459556,0.459556,39,0.666667,0.222222,0.310665,0.663115,false
sens_parts_lead_4,partsLeadTimeHours=4.0,26,67,0,0.444119,0.002024,0.051182,0.070321,0.320593,0.438143,0.438143,41,0.666667,0.222222,0.342785,0.769682,false
sens_parts_lead_4,partsLeadTimeHours=4.0,27,68,0,0.616943,0.000000,0.016658,0.341905,0.258380,0.310056,0.310056,36,0.666667,0.222222,0.534916,0.925038,false
sens_parts_lead_4,partsLeadTimeHours=4.0,28,69,0,0.388625,0.000000,0.009626,0.000000,0.378998,0.454798,0.454798,36,0.666667,0.222222,0.317803,0.956682,false
sens_parts_lead_4,partsLeadTimeHours=4.0,29,70,0,0.516220,0.000000,0.111564,0.025699,0.378957,0.416853,0.416853,33,0.666667,0.222222,0.374721,0.497962,false
sens_parts_lead_4,partsLeadTimeHours=4.0,30,71,0,0.545596,0.000000,0.047691,0.187970,0.309935,0.402915,0.402915,39,0.666667,0.222222,0.395628,0.785388,false
scenario_peak,arrivalRate=8 (peak rush),1,42,1,0.864791,0.000356,0.512296,0.005719,0.346420,0.958429,0.958429,83,1.333333,Infinity,0.281178,NaN,false
scenario_peak,arrivalRate=8 (peak rush),2,43,1,1.105179,0.001150,0.625775,0.174602,0.303653,0.829984,0.829984,82,1.333333,Infinity,0.377512,NaN,false
scenario_peak,arrivalRate=8 (peak rush),3,44,0,0.612598,0.000000,0.182946,0.094487,0.335165,0.692675,0.692675,62,1.333333,Infinity,0.480494,NaN,false
scenario_peak,arrivalRate=8 (peak rush),4,45,1,0.755043,0.000000,0.340543,0.064548,0.349952,0.898210,0.898210,77,1.333333,Infinity,0.326342,NaN,false
scenario_peak,arrivalRate=8 (peak rush),5,46,1,0.411771,0.000000,0.097842,0.009452,0.304477,0.669850,0.669850,66,1.333333,Infinity,0.497613,NaN,false
scenario_peak,arrivalRate=8 (peak rush),6,47,0,0.375457,0.000000,0.049080,0.022956,0.303420,0.707980,0.707980,70,1.333333,Infinity,0.469015,NaN,false
scenario_peak,arrivalRate=8 (peak rush),7,48,0,0.643748,0.000121,0.268806,0.052947,0.321874,0.815415,0.815415,76,1.333333,Infinity,0.388439,NaN,false
scenario_peak,arrivalRate=8 (peak rush),8,49,1,0.494455,0.000503,0.188233,0.001252,0.304468,0.832211,0.832211,82,1.333333,Infinity,0.375841,NaN,false
scenario_peak,arrivalRate=8 (peak rush),9,50,0,0.339617,0.000267,0.052449,0.025695,0.261206,0.592067,0.592067,68,1.333333,Infinity,0.555949,NaN,false
scenario_peak,arrivalRate=8 (peak rush),10,51,1,1.091514,0.000401,0.705685,0.014380,0.371048,0.902883,0.902883,73,1.333333,Infinity,0.322838,NaN,false
scenario_peak,arrivalRate=8 (peak rush),11,52,0,0.442227,0.000000,0.144959,0.000000,0.297268,0.723353,0.723353,73,1.333333,Infinity,0.457485,NaN,false
scenario_peak,arrivalRate=8 (peak rush),12,53,1,0.606327,0.000174,0.220187,0.080771,0.305195,0.813853,0.813853,80,1.333333,Infinity,0.389610,NaN,false
scenario_peak,arrivalRate=8 (peak rush),13,54,1,0.889515,0.000000,0.477375,0.018529,0.393610,1.010266,1.010266,77,1.333333,Infinity,0.242300,NaN,false
scenario_peak,arrivalRate=8 (peak rush),14,55,0,0.323754,0.000137,0.059377,0.015953,0.248287,0.595888,0.595888,72,1.333333,Infinity,0.553084,NaN,false
scenario_peak,arrivalRate=8 (peak rush),15,56,1,1.300534,0.001815,0.936109,0.016314,0.346297,0.888828,0.888828,77,1.333333,Infinity,0.333379,NaN,false
scenario_peak,arrivalRate=8 (peak rush),16,57,0,0.484060,0.000338,0.147514,0.000000,0.336209,0.739660,0.739660,66,1.333333,Infinity,0.445255,NaN,false
scenario_peak,arrivalRate=8 (peak rush),17,58,0,0.768000,0.000543,0.439854,0.011921,0.315682,0.778683,0.778683,74,1.333333,Infinity,0.415988,NaN,false
scenario_peak,arrivalRate=8 (peak rush),18,59,1,0.370873,0.000000,0.074803,0.003225,0.292845,0.693067,0.693067,71,1.333333,Infinity,0.480200,NaN,false
scenario_peak,arrivalRate=8 (peak rush),19,60,1,0.600572,0.000357,0.134678,0.187189,0.278348,0.742261,0.742261,80,1.333333,Infinity,0.443304,NaN,false
scenario_peak,arrivalRate=8 (peak rush),20,61,1,0.998424,0.002502,0.664478,0.008892,0.322552,0.774125,0.774125,72,1.333333,Infinity,0.419406,NaN,false
scenario_peak,arrivalRate=8 (peak rush),21,62,1,0.513514,0.000000,0.190319,0.007075,0.316120,0.684927,0.684927,65,1.333333,Infinity,0.486305,NaN,false
scenario_peak,arrivalRate=8 (peak rush),22,63,1,0.494371,0.000982,0.251813,0.000000,0.241576,0.684465,0.684465,85,1.333333,Infinity,0.486651,NaN,false
scenario_peak,arrivalRate=8 (peak rush),23,64,1,1.085573,0.000270,0.740360,0.011114,0.333829,0.979231,0.979231,88,1.333333,Infinity,0.265577,NaN,false
scenario_peak,arrivalRate=8 (peak rush),24,65,1,1.187499,0.000000,0.766391,0.008740,0.412367,0.989680,0.989680,72,1.333333,Infinity,0.257740,NaN,false
scenario_peak,arrivalRate=8 (peak rush),25,66,0,0.554358,0.001149,0.174581,0.037325,0.341304,0.671231,0.671231,59,1.333333,Infinity,0.496577,NaN,false
scenario_peak,arrivalRate=8 (peak rush),26,67,1,1.126423,0.000407,0.446822,0.350738,0.328456,0.908728,0.908728,83,1.333333,Infinity,0.318454,NaN,false
scenario_peak,arrivalRate=8 (peak rush),27,68,0,0.402365,0.001263,0.143159,0.000000,0.257943,0.567474,0.567474,66,1.333333,Infinity,0.574394,NaN,false
scenario_peak,arrivalRate=8 (peak rush),28,69,1,0.788512,0.000000,0.365775,0.063008,0.359729,0.875341,0.875341,73,1.333333,Infinity,0.343494,NaN,false
scenario_peak,arrivalRate=8 (peak rush),29,70,1,0.604131,0.000000,0.190828,0.025438,0.387865,0.866231,0.866231,67,1.333333,Infinity,0.350327,NaN,false
scenario_peak,arrivalRate=8 (peak rush),30,71,0,0.544687,0.000000,0.135024,0.098907,0.310756,0.745814,0.745814,72,1.333333,Infinity,0.440639,NaN,false
scenario_understaffed,"technicians=2,advisors=1",1,42,0,0.621466,0.015427,0.147642,0.051639,0.406757,0.772839,0.772839,38,1.000000,Infinity,0.227161,NaN,false
scenario_understaffed,"technicians=2,advisors=1",2,43,0,0.372236,0.033839,0.041247,0.000000,0.297150,0.490297,0.490297,33,1.000000,Infinity,0.509703,NaN,false
scenario_understaffed,"technicians=2,advisors=1",3,44,0,0.494140,0.051308,0.096540,0.048510,0.297781,0.595563,0.595563,40,1.000000,Infinity,0.404437,NaN,false
scenario_understaffed,"technicians=2,advisors=1",4,45,0,0.332136,0.005401,0.007664,0.000000,0.319070,0.303117,0.303117,19,1.000000,Infinity,0.696883,NaN,false
scenario_understaffed,"technicians=2,advisors=1",5,46,0,0.522910,0.029683,0.143505,0.035479,0.314243,0.675623,0.675623,43,1.000000,Infinity,0.324377,NaN,false
scenario_understaffed,"technicians=2,advisors=1",6,47,0,0.403512,0.035386,0.068915,0.005215,0.293996,0.617392,0.617392,42,1.000000,Infinity,0.382608,NaN,false
scenario_understaffed,"technicians=2,advisors=1",7,48,0,0.412126,0.046244,0.079560,0.000000,0.286322,0.629908,0.629908,44,1.000000,Infinity,0.370092,NaN,false
scenario_understaffed,"technicians=2,advisors=1",8,49,0,0.315957,0.008538,0.017689,0.000000,0.289729,0.449081,0.449081,31,1.000000,Infinity,0.550919,NaN,false
